node_id,latitude,longitude,degree,junction_type,source
1,24.5673702,92.3659818,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
143,27.0541634,94.6786332,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
144,26.9817138,94.5803547,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
145,26.9831513,94.5795367,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
149,26.6309429,93.7279916,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
151,26.5896396,93.401231,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
152,26.5772216,93.0827606,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
153,26.5739867,93.17695,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
154,26.3458192,92.7189123,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
159,26.2277433,92.5120711,7,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
160,26.6279348,92.7969968,8,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
161,26.3192605,90.4705577,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
162,26.517181,92.147294,8,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
163,26.6433853,92.1701209,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
164,26.6988425,92.3305535,8,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
165,26.6533434,92.7957751,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
166,26.3485492,91.8175514,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
167,26.3472113,91.7534968,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
168,26.7120817,92.2053677,8,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
169,26.6999393,92.3359434,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
170,26.6996845,92.3347855,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
171,26.7070164,92.5418973,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
172,26.6750281,92.6868774,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
173,26.897966,92.809619,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
174,26.7065515,92.5431821,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
175,26.7035102,92.449722,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
176,26.6885125,92.6260489,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
177,26.687614,92.6276461,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
179,26.6536196,92.7731828,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
180,27.0854032,92.5829009,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
181,26.6275655,92.7897875,8,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
182,26.6274366,92.7852762,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
183,27.2651986,92.4159724,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
184,27.261432,92.41414,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
187,26.1294771,91.8106606,3,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
191,25.4037904,91.7731841,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
192,25.2840682,91.7163592,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
193,25.2823991,91.7256899,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
196,25.452753,91.8205897,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
197,25.6108493,91.8738704,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
198,25.5780981,91.8764901,7,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
199,24.5085012,92.7700819,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
200,24.7291412,92.7195165,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
201,24.7994184,92.792016,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
203,24.8061369,92.7948533,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
205,24.7620522,92.8296434,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
206,24.8643382,92.3685103,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
207,24.4295131,92.2464765,8,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
208,24.8574884,92.490482,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
209,24.8293416,92.6343558,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
210,24.665803,92.8617508,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
211,24.5838155,92.8397134,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
212,24.5314282,92.8237162,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
213,24.5678571,92.3059158,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
214,24.6043148,92.3191773,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
215,24.7466873,92.3531381,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
216,25.9808532,93.7581122,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
217,25.9444593,93.7275383,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
218,26.349304,93.858737,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
219,26.169637,93.795731,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
220,26.2800015,93.8522706,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
221,26.3916489,93.879336,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
222,26.414388,93.896744,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
223,26.444142,93.910013,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
224,26.48706,93.923939,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
225,26.5523074,93.8282796,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
226,26.5862054,93.7520263,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
228,27.2288395,88.3008494,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
229,27.2894249,88.2585093,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
230,27.082301,88.4265328,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
231,27.1332454,88.2784607,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
232,27.0909905,88.4035352,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
233,27.096059,88.3864931,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
234,27.10033,88.360972,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
235,27.101712,88.358007,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
236,27.1108693,88.3424999,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
237,27.1249235,88.3196349,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
238,27.1274888,88.2936941,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
239,27.1333998,88.2778571,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
240,27.1726628,88.2944416,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
241,27.1888459,88.3262025,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
242,27.0846204,88.4432566,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
243,27.0854943,88.4538225,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
244,27.2797522,88.2753194,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
245,27.248381,88.300737,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
246,27.270288,88.286853,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
247,27.1329988,88.2794429,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
248,27.3142194,88.1863865,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
249,27.3137555,88.1866004,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
251,27.0863647,88.4512206,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
252,25.4381385,91.8513425,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
253,25.2051935,92.0405361,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
254,25.2208817,92.0883259,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
255,25.248963,92.095378,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
256,25.2873038,92.1083385,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
257,25.1694993,92.3936892,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
258,25.0617636,92.3847413,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
259,25.2519562,91.9497486,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
260,25.2130823,91.9608731,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
261,24.8744948,92.5838914,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
262,24.8776233,92.5832194,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
263,25.4621434,91.8271369,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
264,25.440219,92.195434,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
265,25.5719805,91.8711355,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
266,25.316691,92.128929,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
267,25.3883133,92.1538963,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
268,25.423953,92.167128,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
270,24.6522468,93.9909158,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
272,24.4715853,93.7834369,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
274,24.5565177,94.0082595,8,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
275,24.4971112,93.7653696,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
276,24.5012917,93.7770954,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
278,24.6590115,93.9996198,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
279,24.663563,94.009773,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
282,24.8026144,93.9385134,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
283,24.7855803,93.152048,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
284,24.7777718,93.4512413,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
285,24.813121,93.5542341,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
287,24.8022501,93.0628688,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
288,24.7904752,93.0171842,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
289,24.814219,93.0983604,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
290,24.8085277,93.0817383,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
292,24.7593875,93.3493122,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
293,24.8649031,93.6209497,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
294,24.785499,93.698004,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
295,24.7856314,93.7369247,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
296,24.7884117,93.7704452,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
298,25.081749,93.936913,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
299,24.7169284,93.8353336,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
300,25.19111,93.986563,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
301,25.421004,94.101658,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
302,25.438926,94.103713,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
303,25.480713,94.138926,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
304,25.5241267,94.1364648,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
305,25.5460279,94.1243918,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
306,25.571871,94.121298,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
307,25.6027828,94.1120312,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
308,25.3403483,94.0594354,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
309,25.4537921,94.1249604,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
310,25.6834343,94.0751818,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
311,25.6855098,94.0417285,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
312,25.7287945,94.0279335,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
313,25.738913,94.008166,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
315,25.8045469,93.7931049,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
316,25.2851041,94.0362105,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
317,25.3048151,94.0432641,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
318,25.284669,94.03554,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
319,25.9603429,91.2081152,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
320,26.0388483,91.3534862,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
323,26.0696759,90.5993289,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
324,25.9829761,90.7822784,8,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
325,25.9407956,91.1308622,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
327,26.3754551,90.6353325,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
328,26.2194138,90.5601698,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
336,26.1407064,91.639161,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
338,26.1614116,91.6946972,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
340,26.2526062,90.2721335,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
341,26.1499511,89.8116066,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
342,26.1487554,89.806225,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
343,26.2934439,90.4499406,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
344,26.2529514,90.273535,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
345,24.2819452,91.8322395,8,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
346,26.9811543,94.6364767,8,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
348,27.5183396,88.5906136,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
349,27.5146822,88.5828014,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
350,27.503039,88.5380456,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
351,27.5158268,88.5386296,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
352,27.5165246,88.5596102,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
